EicCode,EicDisplayName,EicLongName,EicParent,EicResponsibleParty,EicStatus,MarketParticipantPostalCode,MarketParticipantIsoCountryCode,MarketParticipantVatCode,EicTypeFunctionList,type
50WP00000002285K,NO-BJELLAND_NEDS,Bjelland Nedstrand,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002286I,NO-GAMLE_FINSAA,Gamle Finså,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002287G,NO-UNIL_SOL,Unil Våler Solcelleanlegg,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002288E,NO-MEHAMN,Mehamn,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002289C,NO-TEST_MARIN_SE,Test Marin Senter,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002290R,NO-BUER_SOL,Buer Solcelleanlegg,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002291P,NO-NED_SKOR,Nedre Skorilla,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002292N,NO-GULLBERG,Gullbergselva,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002293L,NO-LYSAELVA,Lysåelva,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002294J,NO-OVREKVEMMA,Øvre Kvemma,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002295H,NO-LOKJELSV,Løkjelsvatn,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002296F,NO-DROLLSTO,Drøllstølsbekken,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002192R,NO-RAMSLIANA,Ramsliåna,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002193P,NO-TUNGEREMMEN,Tungeremmen,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002194N,NO-TVERRELVI,Tverrelvi,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002195L,NO-TYNJADALEN,Tynjadalen,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002197H,NO-MORK_KRAFTVER,Mork Kraftverk,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002198F,NO-POWERHOUSE,Powerhouse,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002199D,NO-COOP_GARDERMO,Coop Gardermoen PV,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002200H,NO-ENERGY_HOUSE,Energy House,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002201F,NO-HUSVOLLAAE,Husvollåe,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002202D,NO-ROVASSAGA,Røvassåga,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002203B,NO-REVAC_SOL,Revac sol,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022049,NO-ALA,Ala,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022057,NO-VALEDALEN,Valedalen,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022065,NO-KROSSDAL,Krossdalselvi,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022073,NO-BATTERIER_ENG,Batterier Enger,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022081,NO-LABAKKEN_SKOL,Labakken skole,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002210E,NO-ELDE,Elde,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002212A,NO-HOLMEN_G,Holmen,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022138,NO-TVERRELVA,Tverrelva,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022146,NO-TVERRAA,Tverråa,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022154,NO-FLATESTOL,Flatestøl,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022162,NO-STEINBERGDALE,Steinbergdalen,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022170,NO-BRATTABOELVI,Brattabøelvi,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002218Z,NO-KOPSTAD_NAERI,Kopstad næringspark sol,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002219X,NO-RYSNA,Rysna,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002220B,NO-BORG_HAVN_SOL,Borg Havn sol,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022219,NO-REFSDAL_FORDE,Refsdal-Førde,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022227,NO-MJOELSVIK_KRA,Mjølsvik Kraftverk,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022235,NO-BONNTJENNSVEG,Bonntjennsvegen 13 PV,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022243,NO-OSTRE_HURDALV,Østre Hurdalveg 189 PV,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022251,NO-HAAN_VINDPARK,Hån Vindpark,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002227Y,NO-MUNDALSE,Mundalselvi,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002228W,NO-EINARSDALEN_V,Einarsdalen Vindpark,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002229U,NO-MEGAFLIS_BAMB,Megaflis Bamble Sol,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022308,NO-DALELVA_BKK,Dalelva BKK,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022316,NO-DONNESFJORD,Dønnesfjord Vindpark,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022324,NO-EINUNGSTOLSAN,Einungstølsåna,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022332,NO-LAUVSTAD,Lauvstad,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022340,NO-EIKEMO,Eikemo,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002235Z,NO-STOELEN,Stølen Kraftverk,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002236X,NO-VERINGSAAE,Veringsåe,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002237V,NO-KVAEVEBEKKEN,Kvævebekken,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002238T,NO-FENNEFOSS,Fennefoss,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002239R,NO-OVRE_ALSAKER,Øvre Alsåker,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022405,NO-KEYTOUCH_TEKN,Keytouch technology AS,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022413,NO-HOLT,Holt,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022421,NO-FJERMESTAD,Fjermestad,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002244Y,NO-TRONDHEIMSVEI,Trondheimsveien 183,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002245W,NO-FOSSVATN,Fossvatn,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002247S,NO-MORDOLA_KR,Mordøla kraftverk,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002248Q,NO-OEVRE_STORELV,Øvre Storelvi,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002249O,NO-EKKJESTOELEN,Ekkjestølen,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022502,NO-MAUDAL_OEVRE,Maudal Øvre,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000022510,NO-MAUDAL_NEDRE,Maudal Nedre,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002252Z,NO-FURUSETH_SOLK,Furuseth solkraftverk,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002253X,NO-DALBYGDA,Dalbygda,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002254V,NO-FOSEN_TOOLS_S,Fosen Tools,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002255T,NO-NEDFIKRV,NedreFiskumfoss,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002256R,NO-OVERLAND,Øverland,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002257P,NO-NEA_ELV,Nea elvekraft,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002258N,NO-FOSSAA,Fossåa,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002120F,NO-YTRE_OPPEDAL,Ytre Oppedal,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002121D,NO-ELKEM_SALTEN_,Elkem Salten Varmeproduksjon,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002122B,NO-SORMARKF,Sørmarkfjellet Vindpark,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021239,NO-RAUKFORSEN,Raukforsen,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021247,NO-HERAND,Herand,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021255,NO-SALVASSKARELV,Salvasskarelva,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021271,NO-DYRDALSELVA,Dyrdalselva,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002129Y,NO-SKJERVA,Skjerva,,10X1001A1001A38Y,Active,,,,Production Unit,W
19WECORAVEN----G,ECO_RAVEN,ECO RAVEN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,Active,,,,"Generation Unit,Production Unit",W
45W000000000211T,DK_PVLYSABILD,Nordic Lysabild ApS,,,Active,,,,Production Unit,W
45W000000000212R,DK_PVHOEJBY,Nordic Hoejby KS,,,Active,,,,Production Unit,W
18W000000000R6NL,CZ-MASCARO,SELDON,,27X-SF-ENERGY--T,Active,,,,Production Unit,W
18W000000000R6OJ,ES-SISLA,EIC W ISLA S,,18X000000000P70L,Active,,,,Production Unit,W
18W000000000R6PH,ES-FISLA,EIC W ISLA F,18W000000000R6OJ,18X000000000P70L,Active,,,,Generation Unit,W
18W000000000R6QF,ES-FJUNIPER,UP SOLAR JUNIPER,,18XNEXU-12345-1F,Active,,,,Production Unit,W
18W000000000R6RD,ES-FLAURUS,UP SOLAR LAURUS,,18XNEXU-12345-1F,Active,,,,Production Unit,W
18W000000000R6SB,ES-FPINUS,UP SOLAR PINUS,,18XNEXU-12345-1F,Active,,,,Production Unit,W
18W000000000R6T9,ES-FFYECL1,UP SOLAR YECLA1,,18XNEXU-12345-1F,Active,,,,Production Unit,W
18W000000000R6U7,ES-FFYECL2,UP SOLAR YECLA2,,18XNEXU-12345-1F,Active,,,,Production Unit,W
18W000000000R6V5,ES-FFYECL3,UP SOLAR  YECLA3,,18XNEXU-12345-1F,Active,,,,Production Unit,W
18W000000000R6W3,ES-FALAMILLA,UP SOLAR ALAMILLA,,18XNEXU-12345-1F,Active,,,,Production Unit,W
18W000000000R6X1,ES-ALAMILLA,UF SOLAR ALAMILLA,18W000000000R6W3,18XNEXU-12345-1F,Active,,,,Generation Unit,W
18W000000000R6ZY,ES-VESVB,VESVB,18W000000000A0UJ,18XGNRA-12345-15,Active,,,,Generation Unit,W
50WP00000002156V,NO-BREIVIKELVA,Breivikelva,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002147W,NO-BUHEII_VK,Buheii Vindpark,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002173V,NO-CITYCON_SENTE,Citycon Senterdrift,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002176P,NO-DALSFOS_KRAF_,Dalsfos kraftverk Øst,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002114A,NO-DUVEDALEN,Duvedalen,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002180Y,NO-DVERGFOSSEN,Dvergfossen,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002131A,NO-ELVERUM_ORC,Elverum ORC,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002158R,NO-ENGERFJELLET_,Engerfjellet Vind,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002163Y,NO-ENGESETELVA,Engesetelva,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002103F,NO-FIVELANDSELVA,Fivelandselva,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002184Q,NO-FJERDINGELVA,Fjerdingelva,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021409,NO-FLIKKA,Flikka,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021522,NO-FOSSETEIGEN,Fosseteigen,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021611,NO-GISMARVIK_VIN,Gismarvik,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002157T,NO-GJUVAAA_HJART,Gjuvåa Hjartdal,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002149S,NO-GJUVAAA,Gjuvåa,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002168O,NO-GROENDALSELVA,Grøndalselva,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002172X,NO-HAFOSS,Håfoss,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002137Z,NO-HARAM,Haram Kraft,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002130C,NO-HELLIFOSSEN,Hellifossen,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002139V,NO-HINOEGLA,Hinøgla,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021700,NO-JARLSHAUG,Jarlshaug,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002146Y,NO-JOLSTRA,Jølstra,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021166,NO-KJERRINGNES,Kjerringnes,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002085S,NO-KJOLBERG,Kjølberget,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002181W,NO-KLEIVAN,Kleivan,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021506,NO-KOLLSNES,Kollsnes Kogen,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002191T,NO-KTM_SOL,KTM Gjennvinning Sol,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002177N,NO-KUPEKRAFT,Kupekraft,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002095P,NO-KVERNFOSSEN,Kvernfossen,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021174,NO-LAKSEN,Laksen kraftverk,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002182U,NO-LEIRD,Leirdøla,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021530,NO-LUTELANDET,Lutelandet,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021328,NO-MARKANI,Markåni,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002096N,NO-MYRHOLTEN,Myrholten kraftverk,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002090Z,NO-NEDRE_LEIRAAG,Nedre Leiråga,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021417,NO-NEDRE_RUSSVIK,Nedre Russvik,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021085,NO-NESSANE,Nessane,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002167Q,NO-OVREBO,Øvrebø,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002174T,NO-RAFOSS,Rafoss,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002188I,NO-RAMBERG,Ramberg,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002164W,NO-REINAA,Reinåa,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002105B,NO-RESERVE_SOERO,Reserveforsyning Sørøya,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002171Z,NO-RISVOLLELVA,Risvollelva,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002094R,NO-RITAELVA,Ritaelva Kraftverk,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002098J,NO-ROEYRVIK,Røyrvik,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002175R,NO-SAGANA,Sagåna,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002101J,NO-SALHUSELVA,Salhuselva,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021158,NO-SEIMSDAL,Seimsdal kraftverk,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002165U,NO-SENNESET,Senneset,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002185O,NO-SETERFOSSEN,Seterfossen,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002189G,NO-SKJAERDALEN,Skjærdalen,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002154Z,NO-SKORGEELVA,Skorgeelva,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002159P,NO-SONGKJOELEN_V,Songkjølen Vind,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002186M,NO-STAMPAELVA,Stampaelva,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002110I,NO-STARDALEN,Stardalen,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002155X,NO-STOKKFJELLET_,Stokkfjellet vind,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021182,NO-STORELVA-GU,Storelva Gulen,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021190,NO-STORELVA_,Storelva,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002100L,NO-SVANDALEN,Svandalen,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002093T,NO-SVEINGAARD_KR,Sveingård kraftverk,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002187K,NO-TERRAK,Terråk,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002097L,NO-TJOEREDALSELV,Tjøredalselva Kraftverk,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002138X,NO-TOKAGJEL,Tokagjelet krv.,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021344,NO-TOLGAKRV,Tolga Kraftverk,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002104D,NO-TROLLVIKELVA,Trollvikelva,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021514,NO-TYSVAR,Tysvær Vindpark,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002166S,NO-UTVIK2,Utvik 2,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002091X,NO-VARDAFJELL,Vardafjell,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002113C,NO-VASSBREKKA,Vassbrekka,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021441,NO-VASSTOL,Vasstøl,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021433,NO-VEISKI,Veiski,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002112E,NO-V_KJELA,Vesle Kjela,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021425,NO-OEVRE_RUSSVIK,Øvre Russvik,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002102H,NO-NORLANDSELVA,Nørlandselva,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002092V,NO-NOTTVEIT,Nottveit,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002089K,NO-NOEDSTR_TUFJO,Nødstr. Tufjord,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021603,NO-OKLA_VIN,Okla Vindkraftverk,,10X1001A1001A38Y,Active,,,,Production Unit,W
11W0-0000-0697-A,BALTICEAGLE,Baltic Eagle,,,Active,,,,Generation,W
11W0-0000-0698-7,BALTICEAGLE_PROD,Baltic Eagle PROD,,,Active,,,,Generation,W
50WP00000002169M,NO-AMOTSFOSS,Åmotsfoss,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002148U,NO-AUSTAD,Austad,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002178L,NO-BERGSELVI_KR,Bergselvi kraftverk,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021077,NO-BJORGELVA,Bjørgelva,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002183S,NO-BJOERNDALEN_V,Bjørndalen Kraftverk Voss,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002099H,NO-BORDALSELVA,Bordalselva,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP000000021069,NO-BREILOBEKKEN_,Breilobekken Kraftverk,,10X1001A1001A38Y,Active,,,,Production Unit,W
50WP00000002111G,NO-OSDALEN,Osdalen,,10X1001A1001A38Y,Active,,,,Production Unit,W
44W-000000000469,44MATKUSSAARIWF,Matkussaari Wind Farm,,44X-00000000269C,Active,,,,Production Unit,W
15W-GREEBAB-AE-B,GREEBAB,GREEBAB,,,Active,,,,Generation Unit,W
15W-PUTNPV1-AE-W,PUTNPV1,PUTNPV1,,,Active,,,,Generation Unit,W
15W-PUTNPV2-AE-Q,PUTNPV2,PUTNPV2,,,Active,,,,Generation Unit,W
15W-GREEN2--UZ-B,GREEN2UZ,GREEN2uz,,,Active,,,,Production Unit,W
18W000000000R8HR,MALAC0F,MALAC0F,18W000000000PSXH,10XES-REE------E,Active,,,,Generation Unit,W
18W000000000R8IP,ES-SOMRE_GEN,SOMRE GENERICA,,18X000000000FAVR,Active,,,,Production Unit,W
18W000000000R8JN,ES-METRM01,METRM01,,18X0000000001WNX,Active,,,,Production Unit,W
18W000000000R8KL,ES-ECOVCSB,ECOVCSB,,18X000000000NWLN,Active,,,,Production Unit,W
18W000000000R8LJ,ES-ECOVCGC,ECOVCGC,,18X000000000NWLN,Active,,,,Production Unit,W
18W000000000R8MH,ES-ECOVCTF,ECOVCTF,,18X000000000NWLN,Active,,,,Production Unit,W
18W000000000R8NF,ES-ECOVCFL,ECOVCFL,,18X000000000NWLN,Active,,,,Production Unit,W
18W000000000R8OD,ES-ECOVCLG,ECOVCLG,,18X000000000NWLN,Active,,,,Production Unit,W
18W000000000R8PB,ES-ECOVCHI,ECOVCHI,,18X000000000NWLN,Active,,,,Production Unit,W
18W000000000R8Q9,ES-ECOVCPA,ECOVCPA,,18X000000000NWLN,Active,,,,Production Unit,W
18W000000000R8R7,ES-BIOAC01,UNIDAD DE PROGRAMACION,,18X000000000P0MZ,Active,,,,Production Unit,W
18W000000000R8S5,ES-FMARTON,Marton,,18XWMARK-1234-18,Active,,,,Production Unit,W
18W000000000R8T3,ES-ELCOTOR,El Coto,,18XWMARK-1234-18,Active,,,,Production Unit,W
18W000000000R8U1,EXPC01F,EXPC01F,18W000000000R1K5,10XES-REE------E,Active,,,,Generation Unit,W
48WSTN0000LIMKWA,LIMKW,Limekiln Extension Limited,,,Active,,,,Production Unit,W
48W00000LIMKW-1A,LIMKW-1,Limekiln Extension Limited,,,Active,,,,Generation Unit,W
48WSTN000BLHLB1V,BHLHB1,Zenobe Blackhillock BESS ,,48X000000000371M,Active,,,,Production Unit,W
48WSTN000BLHLB2T,BLHLB2,Zenobe Blackhillock BESS ,,48X000000000371M,Active,,,,Production Unit,W
48WSTN000BLHLB3R,BLHLB3,Zenobe Blackhillock BESS ,,48X000000000371M,Active,,,,Production Unit,W
48WSTN000BLHLB4P,BLHLB4,Zenobe Blackhillock BESS ,,48X000000000371M,Active,,,,Production Unit,W
48W00000BLHLB-1U,BLHLB-1,Zenobe Blackhillock BESS ,,48X000000000371M,Active,,,,Generation Unit,W
48W00000BLHLB-2S,BLHLB-2,Zenobe Blackhillock BESS ,,48X000000000371M,Active,,,,Generation Unit,W
48W00000BLHLB-4O,BLHLB-4, Zenobe Blackhillock BESS ,,48X000000000371M,Active,,,,Generation Unit,W
48W00000BLHLB-3Q,BLHLB-3,Zenobe Blackhillock BESS ,,48X000000000371M,Active,,,,Generation Unit,W
18W000000000R8XW,ES-KARMCE,KARMCE,,18X000000000P3RG,Active,,,,Production Unit,W
18W000000000R8YU,ES-KARMML,KARMML,,18X000000000P3RG,Active,,,,Production Unit,W
18W000000000R8ZS,ES-UPVILLANUEVA2,"UP - Fotovoltaica Escudero, S.L. (VILLANUEVA)",,18XIGNIS-12345-C,Active,,,,Production Unit,W
18W000000000R90L,ES-UFVILLANUEVA2,"UF - Fotovoltaica Escudero, S.L. (VILLANUEVA)",18W000000000R8ZS,18XIGNIS-12345-C,Active,,,,Generation Unit,W
18W000000000R91J,ES-UPPINDO,UP-UF PINDO COMER,,18XIGNIS-12345-C,Active,,,,Production Unit,W
18W000000000R92H,ES-UPLINK,UP-UF LINKCOMER,,18XIGNIS-12345-C,Active,,,,Production Unit,W
18W000000000R93F,ES-ZETAECO,ZETAECO,,18X000000000P6T3,Active,,,,Production Unit,W
18W000000000R94D,ES-ZETAENTF,ZETAENTF,,18X000000000P6T3,Active,,,,Production Unit,W
18W000000000R95B,ES-ZETAENGC,ZETAENGC,,18X000000000P6T3,Active,,,,Production Unit,W
18W000000000R969,ES-ZETAENPA,ZETAENPA,,18X000000000P6T3,Active,,,,Production Unit,W
18W000000000R977,ES-ZETAENLG,ZETAENLG,,18X000000000P6T3,Active,,,,Production Unit,W
18W000000000R985,ES-ZETAENFL,ZETAENFL,,18X000000000P6T3,Active,,,,Production Unit,W
18W000000000R993,ES-ZETAENHI,ZETAENHI,,18X000000000P6T3,Active,,,,Production Unit,W
18W000000000R9A1,#NAME?,ZETAENSB,,18X000000000P6T3,Active,,,,Production Unit,W
18W000000000R9CY,ES-LUXICO1,LUXIA ENERGIA,,18X000000000P73F,Active,,,,Production Unit,W
18W000000000R9EU,ES-LOS_PRIETOS_1,PRIETOS1,,18X000000000F2DD,Active,,,,Production Unit,W
18W000000000R9FS,ES-TFUENP,UP NEOELECTRA SC BIOM FUEN PIEDRA,,18XEGLE-12345-1U,Active,,,,Production Unit,W
18W000000000R9GQ,ES-FPIEG,UFI BECOSA FUENTE DE PIEDRA 2,18W000000000R9FS,18XEGLE-12345-1U,Active,,,,Generation Unit,W
26WEGMARCONI100A,40064,UP_EGMARCONI_1,26W-1Z35211EGMAH,,Active,,,,Generation Unit,W
26WGRNNVABILI10M,40063,UP_GRNNVABILI_1,26W-1416520GRNN2,,Active,,,,Generation Unit,W
26WTRINOBESS110Q,40052,UP_TRINOBESS1_1,26W-1407781TRIN0,,Active,,,,Generation Unit,W
26W-1407781TRIN0,1407781_40052,IM_1407781UP_TRINOBESS1_1,,,Active,,,,Production Unit,W
26W-1Z35211EGMAH,1335211_40064,IM_1335211UP_EGMARCONI_1,,,Active,,,,Production Unit,W
26W-1416520GRNN2,1416520_40063,IM_1416520UP_GRNNVABILI_1,,,Active,,,,Production Unit,W
44W-000000000477,44AUTOCIRCW,Autocirc Battery Recycling Finland AB,,44X-00000000270R,Active,,,,Resource Object,W
26W-0910756COFRP,910756_39927,IM_0910756UP_COFRANZESE_1,,,Active,,,,Production Unit,W
26WCOFRANZESE106,39927,UP_COFRANZESE_1,26W-0910756COFRP,,Active,,,,Generation Unit,W
26WSLDGLRENZA30E,40101,UP_SLDGLRENZA_3,26W-SY4GLRNSLDGG,,Active,,,,Generation Unit,W
26WLICODIA200002,40056,UP_LICODIA_2,26W-1276793LICOY,,Active,,,,Generation Unit,W
26W-1276793LICOY,1276793_40056,IM_1276793UP_LICODIA_2,,,Active,,,,Production Unit,W
